workload,size,zone,current_hour,device,strategy,action,target_hour,delay_hours,expected_cost_saving_pct,expected_co2_saving_pct,rationale
REDUCTION,64,DE,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
REDUCTION,64,DE,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
REDUCTION,64,DE,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
REDUCTION,64,DE,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
REDUCTION,64,DE,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,DE,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,DE,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,DE,16,CPU,Execute Now (No Wait),RUN,16,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,DE,17,CPU,Wait for Cheap Window,DELAY,1,8,49.4,36.5,Wait 8h for cheapest window
REDUCTION,64,DE,18,CPU,Wait for Cheap Window,DELAY,1,7,48.1,29.6,Wait 7h for cheapest window
REDUCTION,64,DE,19,CPU,Wait for Cheap Window,DELAY,1,6,38.8,25.4,Wait 6h for cheapest window
REDUCTION,64,DE,20,CPU,Wait for Cheap Window,DELAY,1,5,40.7,36.6,Wait 5h for cheapest window
REDUCTION,64,DE,21,CPU,Wait for Cheap Window,DELAY,1,4,10.2,16.1,Wait 4h for cheapest window
REDUCTION,64,DE,22,CPU,Wait for Cheap Window,DELAY,1,3,16.7,23.6,Wait 3h for cheapest window
REDUCTION,64,DE,23,CPU,Wait for Cheap Window,DELAY,1,2,26.7,21.6,Wait 2h for cheapest window
REDUCTION,64,FR,0,CPU,Execute Now (Carbon-optimal),RUN,0,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,1,CPU,Execute Now (Carbon-optimal),RUN,1,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,2,CPU,Execute Now (Carbon-optimal),RUN,2,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,3,CPU,Execute Now (Carbon-optimal),RUN,3,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,4,CPU,Execute Now (Carbon-optimal),RUN,4,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,5,CPU,Execute Now (Carbon-optimal),RUN,5,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,6,CPU,Execute Now (Carbon-optimal),RUN,6,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,7,CPU,Execute Now (Carbon-optimal),RUN,7,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,13,CPU,Execute Now,RUN,13,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,64,FR,14,CPU,Execute Now,RUN,14,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,64,FR,15,CPU,Execute Now,RUN,15,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,64,FR,16,CPU,Execute Now (Carbon-optimal),RUN,16,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,17,CPU,Execute Now (Carbon-optimal),RUN,17,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,18,CPU,Execute Now (Carbon-optimal),RUN,18,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,19,CPU,Execute Now (Carbon-optimal),RUN,19,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,20,CPU,Execute Now (Carbon-optimal),RUN,20,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,21,CPU,Execute Now (Carbon-optimal),RUN,21,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,22,CPU,Execute Now (Carbon-optimal),RUN,22,0,0.0,0.0,Currently in greenest window
REDUCTION,64,FR,23,CPU,Execute Now (Carbon-optimal),RUN,23,0,0.0,0.0,Currently in greenest window
REDUCTION,64,PL,0,CPU,Execute Now,RUN,0,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,64,PL,1,CPU,Execute Now,RUN,1,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,64,PL,2,CPU,Execute Now,RUN,2,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,64,PL,3,CPU,Execute Now,RUN,3,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,64,PL,4,CPU,Execute Now,RUN,4,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,64,PL,5,CPU,Execute Now (No Wait),RUN,5,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,6,CPU,Execute Now (No Wait),RUN,6,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,7,CPU,Execute Now (No Wait),RUN,7,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,8,CPU,Execute Now (No Wait),RUN,8,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,9,CPU,Execute Now (No Wait),RUN,9,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,10,CPU,Execute Now (No Wait),RUN,10,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,11,CPU,Execute Now (No Wait),RUN,11,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,12,CPU,Execute Now (No Wait),RUN,12,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,64,PL,16,CPU,Wait for Cheap Window,DELAY,0,8,24.9,36.4,Wait 8h for cheapest window
REDUCTION,64,PL,17,CPU,Wait for Cheap Window,DELAY,0,7,47.2,25.5,Wait 7h for cheapest window
REDUCTION,64,PL,18,CPU,Wait for Cheap Window,DELAY,0,6,41.3,26.7,Wait 6h for cheapest window
REDUCTION,64,PL,19,CPU,Wait for Cheap Window,DELAY,0,5,44.0,33.5,Wait 5h for cheapest window
REDUCTION,64,PL,20,CPU,Wait for Cheap Window,DELAY,0,4,19.1,18.2,Wait 4h for cheapest window
REDUCTION,64,PL,21,CPU,Wait for Cheap Window,DELAY,0,3,15.0,20.4,Wait 3h for cheapest window
REDUCTION,64,PL,22,CPU,Wait for Cheap Window,DELAY,0,2,15.8,23.9,Wait 2h for cheapest window
REDUCTION,64,PL,23,CPU,Wait for Cheap Window,DELAY,0,1,28.1,24.9,Wait 1h for cheapest window
REDUCTION,128,DE,0,CPU,Wait for Cheap Window,DELAY,1,1,20.7,15.7,Wait 1h for cheapest window
REDUCTION,128,DE,1,CPU,Execute Now (Cost-optimal),RUN,1,0,0.0,0.0,Currently in cheapest window
REDUCTION,128,DE,2,CPU,Execute Now (Cost-optimal),RUN,2,0,0.0,0.0,Currently in cheapest window
REDUCTION,128,DE,3,CPU,Execute Now (Cost-optimal),RUN,3,0,0.0,0.0,Currently in cheapest window
REDUCTION,128,DE,4,CPU,Execute Now (Cost-optimal),RUN,4,0,0.0,0.0,Currently in cheapest window
REDUCTION,128,DE,5,CPU,Execute Now (Cost-optimal),RUN,5,0,0.0,0.0,Currently in cheapest window
REDUCTION,128,DE,6,CPU,Execute Now (Cost-optimal),RUN,6,0,0.0,0.0,Currently in cheapest window
REDUCTION,128,DE,7,CPU,Wait for Green Window,DELAY,8,1,25.7,24.2,Wait 1h for greenest window
REDUCTION,128,DE,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
REDUCTION,128,DE,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
REDUCTION,128,DE,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
REDUCTION,128,DE,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
REDUCTION,128,DE,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
REDUCTION,128,DE,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,DE,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,DE,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,DE,16,CPU,Execute Now (No Wait),RUN,16,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,DE,17,CPU,Wait for Cheap Window,DELAY,1,8,24.3,26.2,Wait 8h for cheapest window
REDUCTION,128,DE,18,CPU,Wait for Cheap Window,DELAY,1,7,36.1,33.1,Wait 7h for cheapest window
REDUCTION,128,DE,19,CPU,Wait for Cheap Window,DELAY,1,6,40.8,26.6,Wait 6h for cheapest window
REDUCTION,128,DE,20,CPU,Wait for Cheap Window,DELAY,1,5,42.7,36.1,Wait 5h for cheapest window
REDUCTION,128,DE,21,CPU,Wait for Cheap Window,DELAY,1,4,14.6,17.5,Wait 4h for cheapest window
REDUCTION,128,DE,22,CPU,Wait for Cheap Window,DELAY,1,3,26.9,16.3,Wait 3h for cheapest window
REDUCTION,128,DE,23,CPU,Wait for Cheap Window,DELAY,1,2,23.0,18.9,Wait 2h for cheapest window
REDUCTION,128,FR,0,CPU,Execute Now (Carbon-optimal),RUN,0,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,1,CPU,Execute Now (Carbon-optimal),RUN,1,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,2,CPU,Execute Now (Carbon-optimal),RUN,2,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,3,CPU,Execute Now (Carbon-optimal),RUN,3,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,4,CPU,Execute Now (Carbon-optimal),RUN,4,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,5,CPU,Execute Now (Carbon-optimal),RUN,5,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,6,CPU,Execute Now (Carbon-optimal),RUN,6,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,7,CPU,Execute Now (Carbon-optimal),RUN,7,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,13,CPU,Execute Now,RUN,13,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,128,FR,14,CPU,Execute Now,RUN,14,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,128,FR,15,CPU,Execute Now,RUN,15,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,128,FR,16,CPU,Execute Now (Carbon-optimal),RUN,16,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,17,CPU,Execute Now (Carbon-optimal),RUN,17,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,18,CPU,Execute Now (Carbon-optimal),RUN,18,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,19,CPU,Execute Now (Carbon-optimal),RUN,19,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,20,CPU,Execute Now (Carbon-optimal),RUN,20,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,21,CPU,Execute Now (Carbon-optimal),RUN,21,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,22,CPU,Execute Now (Carbon-optimal),RUN,22,0,0.0,0.0,Currently in greenest window
REDUCTION,128,FR,23,CPU,Execute Now (Carbon-optimal),RUN,23,0,0.0,0.0,Currently in greenest window
REDUCTION,128,PL,0,CPU,Execute Now,RUN,0,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,128,PL,1,CPU,Execute Now,RUN,1,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,128,PL,2,CPU,Execute Now,RUN,2,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,128,PL,3,CPU,Execute Now,RUN,3,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,128,PL,4,CPU,Execute Now,RUN,4,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,128,PL,5,CPU,Execute Now (No Wait),RUN,5,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,6,CPU,Execute Now (No Wait),RUN,6,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,7,CPU,Execute Now (No Wait),RUN,7,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,8,CPU,Execute Now (No Wait),RUN,8,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,9,CPU,Execute Now (No Wait),RUN,9,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,10,CPU,Execute Now (No Wait),RUN,10,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,11,CPU,Execute Now (No Wait),RUN,11,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,12,CPU,Execute Now (No Wait),RUN,12,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,128,PL,16,CPU,Wait for Cheap Window,DELAY,0,8,33.0,31.0,Wait 8h for cheapest window
REDUCTION,128,PL,17,CPU,Wait for Cheap Window,DELAY,0,7,45.9,38.2,Wait 7h for cheapest window
REDUCTION,128,PL,18,CPU,Wait for Cheap Window,DELAY,0,6,47.4,30.5,Wait 6h for cheapest window
REDUCTION,128,PL,19,CPU,Wait for Cheap Window,DELAY,0,5,42.9,30.3,Wait 5h for cheapest window
REDUCTION,128,PL,20,CPU,Wait for Cheap Window,DELAY,0,4,16.6,16.7,Wait 4h for cheapest window
REDUCTION,128,PL,21,CPU,Wait for Cheap Window,DELAY,0,3,29.4,15.4,Wait 3h for cheapest window
REDUCTION,128,PL,22,CPU,Wait for Cheap Window,DELAY,0,2,27.1,21.5,Wait 2h for cheapest window
REDUCTION,128,PL,23,CPU,Wait for Cheap Window,DELAY,0,1,19.7,17.8,Wait 1h for cheapest window
REDUCTION,256,DE,0,CPU,Wait for Cheap Window,DELAY,1,1,19.7,18.2,Wait 1h for cheapest window
REDUCTION,256,DE,1,CPU,Execute Now (Cost-optimal),RUN,1,0,0.0,0.0,Currently in cheapest window
REDUCTION,256,DE,2,CPU,Execute Now (Cost-optimal),RUN,2,0,0.0,0.0,Currently in cheapest window
REDUCTION,256,DE,3,CPU,Execute Now (Cost-optimal),RUN,3,0,0.0,0.0,Currently in cheapest window
REDUCTION,256,DE,4,CPU,Execute Now (Cost-optimal),RUN,4,0,0.0,0.0,Currently in cheapest window
REDUCTION,256,DE,5,CPU,Execute Now (Cost-optimal),RUN,5,0,0.0,0.0,Currently in cheapest window
REDUCTION,256,DE,6,CPU,Execute Now (Cost-optimal),RUN,6,0,0.0,0.0,Currently in cheapest window
REDUCTION,256,DE,7,CPU,Wait for Green Window,DELAY,8,1,25.9,23.6,Wait 1h for greenest window
REDUCTION,256,DE,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
REDUCTION,256,DE,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
REDUCTION,256,DE,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
REDUCTION,256,DE,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
REDUCTION,256,DE,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
REDUCTION,256,DE,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,DE,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,DE,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,DE,16,CPU,Execute Now (No Wait),RUN,16,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,DE,17,CPU,Wait for Cheap Window,DELAY,1,8,38.8,38.6,Wait 8h for cheapest window
REDUCTION,256,DE,18,CPU,Wait for Cheap Window,DELAY,1,7,28.5,25.8,Wait 7h for cheapest window
REDUCTION,256,DE,19,CPU,Wait for Cheap Window,DELAY,1,6,45.5,31.5,Wait 6h for cheapest window
REDUCTION,256,DE,20,CPU,Wait for Cheap Window,DELAY,1,5,28.9,37.7,Wait 5h for cheapest window
REDUCTION,256,DE,21,CPU,Wait for Cheap Window,DELAY,1,4,13.2,23.7,Wait 4h for cheapest window
REDUCTION,256,DE,22,CPU,Wait for Cheap Window,DELAY,1,3,11.8,18.8,Wait 3h for cheapest window
REDUCTION,256,DE,23,CPU,Wait for Cheap Window,DELAY,1,2,23.0,22.2,Wait 2h for cheapest window
REDUCTION,256,FR,0,CPU,Execute Now (Carbon-optimal),RUN,0,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,1,CPU,Execute Now (Carbon-optimal),RUN,1,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,2,CPU,Execute Now (Carbon-optimal),RUN,2,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,3,CPU,Execute Now (Carbon-optimal),RUN,3,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,4,CPU,Execute Now (Carbon-optimal),RUN,4,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,5,CPU,Execute Now (Carbon-optimal),RUN,5,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,6,CPU,Execute Now (Carbon-optimal),RUN,6,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,7,CPU,Execute Now (Carbon-optimal),RUN,7,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,13,CPU,Execute Now,RUN,13,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,256,FR,14,CPU,Execute Now,RUN,14,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,256,FR,15,CPU,Execute Now,RUN,15,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,256,FR,16,CPU,Execute Now (Carbon-optimal),RUN,16,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,17,CPU,Execute Now (Carbon-optimal),RUN,17,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,18,CPU,Execute Now (Carbon-optimal),RUN,18,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,19,CPU,Execute Now (Carbon-optimal),RUN,19,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,20,CPU,Execute Now (Carbon-optimal),RUN,20,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,21,CPU,Execute Now (Carbon-optimal),RUN,21,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,22,CPU,Execute Now (Carbon-optimal),RUN,22,0,0.0,0.0,Currently in greenest window
REDUCTION,256,FR,23,CPU,Execute Now (Carbon-optimal),RUN,23,0,0.0,0.0,Currently in greenest window
REDUCTION,256,PL,0,CPU,Execute Now,RUN,0,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,256,PL,1,CPU,Execute Now,RUN,1,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,256,PL,2,CPU,Execute Now,RUN,2,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,256,PL,3,CPU,Execute Now,RUN,3,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,256,PL,4,CPU,Execute Now,RUN,4,0,0.0,0.0,Currently in optimal window (cheap + green)
REDUCTION,256,PL,5,CPU,Execute Now (No Wait),RUN,5,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,6,CPU,Execute Now (No Wait),RUN,6,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,7,CPU,Execute Now (No Wait),RUN,7,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,8,CPU,Execute Now (No Wait),RUN,8,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,9,CPU,Execute Now (No Wait),RUN,9,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,10,CPU,Execute Now (No Wait),RUN,10,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,11,CPU,Execute Now (No Wait),RUN,11,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,12,CPU,Execute Now (No Wait),RUN,12,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,256,PL,16,CPU,Wait for Cheap Window,DELAY,0,8,26.0,39.5,Wait 8h for cheapest window
REDUCTION,256,PL,17,CPU,Wait for Cheap Window,DELAY,0,7,30.5,31.8,Wait 7h for cheapest window
REDUCTION,256,PL,18,CPU,Wait for Cheap Window,DELAY,0,6,33.6,35.4,Wait 6h for cheapest window
REDUCTION,256,PL,19,CPU,Wait for Cheap Window,DELAY,0,5,41.1,30.3,Wait 5h for cheapest window
REDUCTION,256,PL,20,CPU,Wait for Cheap Window,DELAY,0,4,22.4,24.8,Wait 4h for cheapest window
REDUCTION,256,PL,21,CPU,Wait for Cheap Window,DELAY,0,3,21.2,24.5,Wait 3h for cheapest window
REDUCTION,256,PL,22,CPU,Wait for Cheap Window,DELAY,0,2,27.2,19.1,Wait 2h for cheapest window
REDUCTION,256,PL,23,CPU,Wait for Cheap Window,DELAY,0,1,16.8,17.4,Wait 1h for cheapest window
REDUCTION,512,DE,0,CPU,Wait for Cheap Window,DELAY,1,1,12.0,23.4,Wait 1h for cheapest window
REDUCTION,512,DE,1,CPU,Execute Now (Cost-optimal),RUN,1,0,0.0,0.0,Currently in cheapest window
REDUCTION,512,DE,2,CPU,Execute Now (Cost-optimal),RUN,2,0,0.0,0.0,Currently in cheapest window
REDUCTION,512,DE,3,CPU,Execute Now (Cost-optimal),RUN,3,0,0.0,0.0,Currently in cheapest window
REDUCTION,512,DE,4,CPU,Execute Now (Cost-optimal),RUN,4,0,0.0,0.0,Currently in cheapest window
REDUCTION,512,DE,5,CPU,Execute Now (Cost-optimal),RUN,5,0,0.0,0.0,Currently in cheapest window
REDUCTION,512,DE,6,CPU,Execute Now (Cost-optimal),RUN,6,0,0.0,0.0,Currently in cheapest window
REDUCTION,512,DE,7,CPU,Wait for Green Window,DELAY,8,1,13.7,18.4,Wait 1h for greenest window
REDUCTION,512,DE,8,CPU,Execute Now (Carbon-optimal),RUN,8,0,0.0,0.0,Currently in greenest window
REDUCTION,512,DE,9,CPU,Execute Now (Carbon-optimal),RUN,9,0,0.0,0.0,Currently in greenest window
REDUCTION,512,DE,10,CPU,Execute Now (Carbon-optimal),RUN,10,0,0.0,0.0,Currently in greenest window
REDUCTION,512,DE,11,CPU,Execute Now (Carbon-optimal),RUN,11,0,0.0,0.0,Currently in greenest window
REDUCTION,512,DE,12,CPU,Execute Now (Carbon-optimal),RUN,12,0,0.0,0.0,Currently in greenest window
REDUCTION,512,DE,13,CPU,Execute Now (No Wait),RUN,13,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,512,DE,14,CPU,Execute Now (No Wait),RUN,14,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,512,DE,15,CPU,Execute Now (No Wait),RUN,15,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,512,DE,16,CPU,Execute Now (No Wait),RUN,16,0,0.0,0.0,Optimal window too far (>8h delay)
REDUCTION,512,DE,17,CPU,Wait for Cheap Window,DELAY,1,8,36.0,33.4,Wait 8h for cheapest window
REDUCTION,512,DE,18,CPU,Wait for Cheap Window,DELAY,1,7,39.8,28.7,Wait 7h for cheapest window
REDUCTION,512,DE,19,CPU,Wait for Cheap Window,DELAY,1,6,36.6,30.5,Wait 6h for cheapest window
REDUCTION,512,DE,20,CPU,Wait for Cheap Window,DELAY,1,5,26.7,35.3,Wait 5h for cheapest window
REDUCTION,512,DE,21,CPU,Wait for Cheap Window,DELAY,1,4,13.0,18.9,Wait 4h for cheapest window
REDUCTION,512,DE,22,CPU,Wait for Cheap Window,DELAY,1,3,10.7,21.7,Wait 3h for cheapest window
REDUCTION,512,DE,23,CPU,Wait for Cheap Window,DELAY,1,2,26.7,21.3,Wait 2h for cheapest window
REDUCTION,512,FR,0,CPU,Execute Now (Carbon-optimal),RUN,0,0,0.0,0.0,Currently in greenest window
REDUCTION,512,FR,1,CPU,Execute Now (Carbon-optimal),RUN,1,0,0.0,0.0,Currently in greenest window
REDUCTION,512,FR,2,CPU,Execute Now (Carbon-optimal),RUN,2,0,0.0,0.0,Currently in greenest window
REDUCTION,512,FR,3,CPU,Execute Now (Carbon-optimal),RUN,3,0,0.0,0.0,Currently in greenest window
REDUCTION,512,FR,4,CPU,Execute Now (Carbon-optimal),RUN,4,0,0.0,0.0,Currently in greenest window
REDUCTION,512,FR,5,CPU,Execute Now (Carbon-optimal),RUN,5,0,0.0,0.0,Currently in greenest window
REDUCTION,512,FR,6,CPU,Execute Now (Carbon-optimal),RUN,6,0,0.0,0.0,Currently in greenest window
